index	AAPL	SPY	TSLA	DAL	MRNA	AMZN	risk	return
33	0.34062909937183744	0.3243970024892142	-7.988797731049793e-22	0.2852572301284464	0.049716668010502	-1.6113756098361724e-21	0.049832456629099325	0.02247339678958904
34	0.34566787627100054	0.31092330058914763	-3.601486972610576e-22	0.2940514080193556	0.0493574151204963	-7.499644045242103e-22	0.05053630721194883	0.022736185955350784
35	0.35070665317016375	0.29744959868908083	7.852557257307843e-23	0.3028455859102647	0.0489981622304906	1.1457248195837332e-22	0.05124850262728391	0.022998975121112528
36	0.35574543006932696	0.2839758967890143	5.137215369289749e-22	0.31163976380117386	0.04863890934048491	9.7603765288452e-22	0.05196869979560609	0.02326176428687427
37	0.36078420696849023	0.27050219488894733	9.544644850353289e-22	0.3204339416920833	0.0482796564504792	1.839908024053113e-21	0.052696570641188614	0.02352455345263602
38	0.3658229838676532	0.25702849298888075	1.3896836999347002e-21	0.32922811958299253	0.04792040356047348	2.701044456746546e-21	0.0534318015626142	0.023787342618397767
39	0.37086176076681654	0.243554791088814	1.8271870002142258e-21	0.33802229747390167	0.047561150670467796	3.5628389278674974e-21	0.05417409289596115	0.02405013178415951
40	0.37590053766597975	0.2300810891887473	2.2663525540118284e-21	0.34681647536481086	0.04720189778046206	4.4235151355134984e-21	0.05492315837570456	0.024312920949921255
41	0.380939314565143	0.21660738728868045	2.7049068536907874e-21	0.35561065325572017	0.04684264489045639	5.2874543229847286e-21	0.05567872459758818	0.024575710115683
42	0.3859780914643061	0.20313368538861376	3.1398286951675545e-21	0.36440483114662947	0.04648339200045067	6.150153444276496e-21	0.05644053048700255	0.024838499281444743
43	0.391030408820717	0.1895834401240774	0.00011455137460659144	0.37313646512165	0.046135134558949	5.720397590092599e-21	0.05720832434108013	0.02510128844720649
44	0.39618781634868805	0.17543912664184577	0.0011181586643620712	0.38138268337321546	0.04587221497188871	6.674652360184875e-21	0.05798164660444937	0.025364077612968234
45	0.40134522387665894	0.16129481315961397	0.0021217659541176753	0.389628901624781	0.0456092953848284	7.625882678044959e-21	0.058760136222265676	0.02562686677872998
46	0.4065026314046299	0.14715049967738247	0.0031253732438731546	0.39787511987634633	0.04534637579776808	8.583564929868128e-21	0.05954359051654603	0.025889655944491725
47	0.4116600389326008	0.13300618619515103	0.004128980533628729	0.4061213381279117	0.04508345621070783	9.53751834625074e-21	0.06033181607735616	0.02615244511025347
48	0.4168174464605719	0.11886187271291901	0.0051325878233843	0.41436755637947725	0.04482053662364753	1.0493690648419333e-20	0.061124628323031	0.026415234276015213
